respondent_id,true_persona,age,age_group,gender,locality,occupation,monthly_income_inr,income_bracket,household_size_bracket,ever_sent_homecooked_food,segment,heard_of_freeze_dry,used_freeze_dry_before,brand_used,frequency_sending_food,method_no_preservation,method_freeze_athome,method_vacuum_self,method_freezedry_service,method_none,dish_dal,dish_rice_biryani,dish_rotis,dish_sabzi,dish_nonveg_curry,dish_sweets_snacks,dish_pickles_chutneys,occasion_abroad_family,occasion_own_travel,occasion_festival_gifting,occasion_emergency_stock,occasion_elderly_parents,channel_instagram,channel_google,channel_referral,channel_kirana_partner,channel_college_rwa,channel_influencer,packaging_pref,taste_importance,price_importance,shelf_life_importance,hygiene_importance,convenience_importance,brand_trust_importance,variety_importance,speed_importance,likelihood_to_use,likely_to_use,max_price_per_kg_inr,price_bracket,min_order_qty_kg,qty_bracket,monthly_spend_inr,spend_bracket,willing_pay_extra_speed,would_recommend
R0309,NRI_Quality,46,45-54,Prefer not to say,Uppal,Self-employed / Business owner,83600.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",4,3,5,5,3,5,4,3,4,Yes,626.0,Above Rs 600,5.8,3-5 kg,1610.0,"Rs 1,501-3,000",Maybe,Yes
R0310,NRI_Quality,47,45-54,Female,Kondapur,Self-employed / Business owner,134000.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",5,3,5,5,3,5,4,3,4,Yes,663.0,Above Rs 600,6.9,6-10 kg,5210.0,"Above Rs 5,000",Maybe,Maybe
R0311,Traveler_Budget,35,35-44,Female,Secunderabad,Student,88100.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,Jars/containers (reusable),3,5,4,4,4,4,3,4,4,Yes,437.0,Rs 401-500,6.5,6-10 kg,260.0,Below Rs 500,Maybe,Yes
R0312,Traveler_Budget,25,25-34,Male,Kukatpally,Self-employed / Business owner,103400.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,Traveler_Student,Yes,No,,Rarely (once or twice a year),0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,"Sealed pouches (lightweight, compact)",4,4,4,4,4,4,4,4,5,Yes,670.0,Above Rs 600,5.7,3-5 kg,530.0,"Rs 500-1,500",Maybe,Yes
R0313,NRI_Quality,45,45-54,Male,Miyapur,Self-employed / Business owner,171200.0,"Rs 1,00,001 - 2,00,000",5-6,No,NRI_Family,Yes,No,,Occasionally (every 2-3 months),0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",5,3,4,4,5,4,5,4,4,Yes,701.0,Above Rs 600,3.0,3-5 kg,1010.0,"Rs 500-1,500",Yes,Maybe
R0314,Traveler_Budget,19,Under 25,Female,Gachibowli,Salaried / Employed,60800.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,"Sealed pouches (lightweight, compact)",3,5,4,4,4,3,3,4,4,Yes,456.0,Rs 401-500,4.7,3-5 kg,1160.0,"Rs 500-1,500",Maybe,Maybe
R0315,Traveler_Budget,32,25-34,Female,Secunderabad,Salaried / Employed,73100.0,"Rs 50,000 - 1,00,000",7 or more,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,"Sealed pouches (lightweight, compact)",3,4,4,5,4,3,3,4,2,No,550.0,Rs 501-600,2.6,1-2 kg,630.0,"Rs 500-1,500",Yes,Maybe
R0316,Traveler_Budget,22,Under 25,Female,Begumpet,Student,41500.0,"Below Rs 50,000",5-6,No,Traveler_Student,Yes,No,,Never,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,No strong preference,3,4,4,4,4,3,3,4,4,Yes,311.0,Rs 300-400,8.3,6-10 kg,100.0,Below Rs 500,Yes,Maybe
R0317,Traveler_Budget,23,Under 25,Female,Kondapur,Self-employed / Business owner,51000.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,No,No,,Frequently (monthly or more),1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,"Sealed pouches (lightweight, compact)",3,5,3,4,4,3,4,3,5,Yes,367.0,Rs 300-400,8.5,6-10 kg,3840.0,"Rs 3,001-5,000",No,Yes
R0318,Convenience_Family,38,35-44,Male,,Salaried / Employed,58100.0,"Rs 50,000 - 1,00,000",5-6,Yes,Neither,No,No,,Rarely (once or twice a year),1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,No strong preference,3,4,4,5,4,4,4,4,2,No,553.0,Rs 501-600,3.9,3-5 kg,350.0,Below Rs 500,No,Yes
R0319,Traveler_Budget,18,Under 25,Female,Dilsukhnagar,Salaried / Employed,32900.0,"Below Rs 50,000",5-6,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",2,4,3,3,5,3,4,4,3,No,368.0,Rs 300-400,7.6,6-10 kg,1250.0,"Rs 500-1,500",No,Maybe
R0320,Skeptical_LowIntent,38,35-44,Male,Begumpet,Self-employed / Business owner,70700.0,"Rs 50,000 - 1,00,000",5-6,No,Neither,No,No,,Never,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"Sealed pouches (lightweight, compact)",2,4,2,2,2,1,1,2,2,No,236.0,Below Rs 300,4.3,3-5 kg,100.0,Below Rs 500,Maybe,No
R0321,Skeptical_LowIntent,46,45-54,Male,Banjara Hills,Student,65700.0,"Rs 50,000 - 1,00,000",,No,NRI_Family,Yes,Yes,Spice Up Foods,Never,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Jars/containers (reusable),1,5,2,2,1,3,2,3,2,No,273.0,Below Rs 300,3.2,3-5 kg,100.0,Below Rs 500,Yes,No
R0322,Traveler_Budget,27,25-34,Male,Banjara Hills,Student,71300.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,No,No,,Rarely (once or twice a year),1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,"Sealed pouches (lightweight, compact)",3,4,3,4,4,3,4,4,4,Yes,411.0,Rs 401-500,10.0,6-10 kg,530.0,"Rs 500-1,500",Maybe,Yes
R0323,Traveler_Budget,18,Under 25,Male,Dilsukhnagar,Salaried / Employed,67400.0,"Rs 50,000 - 1,00,000",3-4,No,Traveler_Student,Yes,No,,Rarely (once or twice a year),0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",3,5,3,4,4,3,3,4,4,Yes,509.0,Rs 501-600,3.9,3-5 kg,240.0,Below Rs 500,No,Yes
R0324,Traveler_Budget,25,25-34,Female,Jubilee Hills,Student,59700.0,"Rs 50,000 - 1,00,000",3-4,No,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Jars/containers (reusable),4,5,4,4,4,4,4,4,5,Yes,582.0,Rs 501-600,5.6,3-5 kg,1430.0,"Rs 500-1,500",Maybe,Yes
R0325,Skeptical_LowIntent,43,35-44,Male,Kukatpally,Self-employed / Business owner,79100.0,"Rs 50,000 - 1,00,000",5-6,No,NRI_Family,No,No,,Rarely (once or twice a year),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",2,4,1,3,3,2,1,3,1,No,296.0,Below Rs 300,2.3,1-2 kg,100.0,Below Rs 500,No,Maybe
R0326,Convenience_Family,23,Under 25,Male,LB Nagar,Self-employed / Business owner,79500.0,"Rs 50,000 - 1,00,000",3-4,Yes,Neither,No,No,,Frequently (monthly or more),0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,No strong preference,4,3,4,5,5,4,4,4,5,Yes,684.0,Above Rs 600,5.2,3-5 kg,3270.0,"Rs 3,001-5,000",No,Maybe
R0327,Skeptical_LowIntent,23,Under 25,Female,Kukatpally,Self-employed / Business owner,73600.0,"Rs 50,000 - 1,00,000",5-6,No,Neither,No,No,,Occasionally (every 2-3 months),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",2,4,1,3,2,2,1,2,3,No,289.0,Below Rs 300,1.0,1-2 kg,150.0,Below Rs 500,Maybe,No
R0328,Traveler_Budget,30,25-34,Female,Begumpet,Self-employed / Business owner,40500.0,"Below Rs 50,000",5-6,Yes,Traveler_Student,Yes,Yes,Desi Khana,Rarely (once or twice a year),1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,"Sealed pouches (lightweight, compact)",2,5,5,4,4,4,4,5,4,Yes,421.0,Rs 401-500,10.1,6-10 kg,670.0,"Rs 500-1,500",,Yes
R0329,Convenience_Family,40,35-44,Male,Jubilee Hills,Salaried / Employed,93700.0,"Rs 50,000 - 1,00,000",7 or more,No,NRI_Family,No,No,,Never,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",4,4,4,5,4,3,4,4,2,No,661.0,Above Rs 600,5.0,3-5 kg,150.0,Below Rs 500,Yes,Yes
R0330,Traveler_Budget,28,25-34,Male,Kukatpally,Student,70800.0,"Rs 50,000 - 1,00,000",1-2,Yes,Neither,Yes,No,,Occasionally (every 2-3 months),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"Sealed pouches (lightweight, compact)",3,5,4,5,4,3,4,4,5,Yes,814.0,Above Rs 600,10.9,6-10 kg,3570.0,"Rs 3,001-5,000",Yes,Maybe
R0331,Convenience_Family,53,45-54,Male,Dilsukhnagar,Self-employed / Business owner,61800.0,"Rs 50,000 - 1,00,000",5-6,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,"Sealed pouches (lightweight, compact)",4,4,4,4,4,4,4,3,4,Yes,495.0,Rs 401-500,3.9,3-5 kg,1780.0,"Rs 1,501-3,000",Yes,Yes
R0332,NRI_Quality,46,45-54,Female,Kondapur,Self-employed / Business owner,123400.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,NRI_Family,No,No,,Frequently (monthly or more),0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,No strong preference,5,4,5,5,4,4,4,4,3,No,792.0,Above Rs 600,4.4,3-5 kg,3330.0,"Rs 3,001-5,000",Yes,Yes
R0333,Convenience_Family,43,35-44,Male,Manikonda,Homemaker,63000.0,"Rs 50,000 - 1,00,000",7 or more,Yes,Neither,No,No,,Never,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,No strong preference,4,4,4,5,4,4,3,4,2,No,512.0,Rs 501-600,5.2,3-5 kg,150.0,Below Rs 500,No,Maybe
R0334,Skeptical_LowIntent,65,55 and above,Male,Ameerpet,Homemaker,46000.0,"Below Rs 50,000",5-6,Yes,Neither,No,No,,Never,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Jars/containers (reusable),2,4,1,4,2,3,2,1,2,No,279.0,Below Rs 300,4.5,3-5 kg,100.0,Below Rs 500,No,No
R0335,NRI_Quality,40,35-44,Male,Gachibowli,Salaried / Employed,72700.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Never,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,"Sealed pouches (lightweight, compact)",4,2,5,5,4,4,4,3,4,Yes,570.0,Rs 501-600,4.1,3-5 kg,150.0,Below Rs 500,No,Yes
R0336,Convenience_Family,32,25-34,Female,Begumpet,Homemaker,134100.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,Jars/containers (reusable),4,3,4,4,5,4,4,4,3,No,742.0,Above Rs 600,1.0,1-2 kg,370.0,Below Rs 500,Yes,Maybe
R0337,NRI_Quality,46,45-54,Male,Kukatpally,Homemaker,35500.0,"Below Rs 50,000",1-2,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,Jars/containers (reusable),4,2,4,5,4,5,5,4,5,Yes,900.0,Above Rs 600,1.8,1-2 kg,450.0,Below Rs 500,Yes,Yes
R0338,Convenience_Family,42,35-44,Female,LB Nagar,Salaried / Employed,100200.0,"Rs 1,00,001 - 2,00,000",7 or more,Yes,Neither,Yes,No,,Rarely (once or twice a year),1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Jars/containers (reusable),4,3,4,4,5,3,3,4,2,No,585.0,Rs 501-600,4.5,3-5 kg,1120.0,"Rs 500-1,500",Maybe,Yes
R0339,NRI_Quality,37,35-44,Male,Jubilee Hills,Self-employed / Business owner,292900.0,"Rs 2,00,001 - 3,50,000",3-4,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,Jars/containers (reusable),5,3,3,4,3,4,4,3,4,Yes,900.0,Above Rs 600,8.6,6-10 kg,4200.0,"Rs 3,001-5,000",Maybe,Yes
R0340,Skeptical_LowIntent,24,Under 25,Female,Manikonda,Salaried / Employed,54500.0,"Rs 50,000 - 1,00,000",5-6,No,Neither,Yes,Yes,Dryfii,Never,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,No strong preference,1,4,1,2,3,1,2,3,1,No,200.0,Below Rs 300,1.0,1-2 kg,100.0,Below Rs 500,No,Maybe
R0341,NRI_Quality,63,55 and above,Male,Kukatpally,Self-employed / Business owner,471800.0,"Above Rs 3,50,000",5-6,No,NRI_Family,Yes,Yes,My Taste My Meal,Occasionally (every 2-3 months),0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Jars/containers (reusable),5,2,5,5,4,4,4,3,5,Yes,900.0,Above Rs 600,11.2,More than 10 kg,1880.0,"Rs 1,501-3,000",No,Maybe
R0342,Skeptical_LowIntent,39,35-44,Male,Kondapur,Salaried / Employed,53400.0,"Rs 50,000 - 1,00,000",3-4,Yes,Neither,No,No,,Never,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"Sealed pouches (lightweight, compact)",2,4,3,2,3,2,2,3,1,No,241.0,Below Rs 300,2.5,1-2 kg,100.0,Below Rs 500,Maybe,Maybe
R0343,Skeptical_LowIntent,27,25-34,Male,Madhapur,Homemaker,263700.0,"Rs 2,00,001 - 3,50,000",1-2,No,Neither,No,No,,Rarely (once or twice a year),0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,No strong preference,2,4,3,3,2,2,3,3,1,No,235.0,Below Rs 300,5.9,3-5 kg,210.0,Below Rs 500,Maybe,Maybe
R0344,Convenience_Family,45,45-54,Female,Uppal,Salaried / Employed,68900.0,"Rs 50,000 - 1,00,000",1-2,No,Traveler_Student,No,No,,Occasionally (every 2-3 months),0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,"Sealed pouches (lightweight, compact)",4,4,4,4,5,4,4,4,2,No,731.0,Above Rs 600,8.1,6-10 kg,3060.0,"Rs 3,001-5,000",No,Maybe
R0345,Skeptical_LowIntent,34,25-34,Female,Uppal,Self-employed / Business owner,72100.0,"Rs 50,000 - 1,00,000",5-6,Yes,NRI_Family,No,No,,Rarely (once or twice a year),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",2,3,3,2,2,1,3,3,2,No,399.0,Rs 300-400,3.6,3-5 kg,170.0,Below Rs 500,No,No
R0346,Skeptical_LowIntent,32,25-34,Male,Miyapur,Retired,90900.0,"Rs 50,000 - 1,00,000",3-4,No,Neither,No,No,,Never,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,No strong preference,1,4,3,4,3,2,1,2,3,No,210.0,Below Rs 300,4.3,3-5 kg,100.0,Below Rs 500,Yes,No
R0347,Skeptical_LowIntent,41,35-44,Male,Kukatpally,Salaried / Employed,56600.0,"Rs 50,000 - 1,00,000",1-2,No,Neither,No,No,,Occasionally (every 2-3 months),1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,"Sealed pouches (lightweight, compact)",2,4,2,3,2,2,2,3,3,No,323.0,Rs 300-400,4.3,3-5 kg,840.0,"Rs 500-1,500",No,Maybe
R0348,NRI_Quality,30,25-34,Female,Gachibowli,Homemaker,268200.0,"Rs 2,00,001 - 3,50,000",5-6,Yes,NRI_Family,No,No,,Frequently (monthly or more),1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,"Sealed pouches (lightweight, compact)",5,2,5,5,4,4,4,4,4,Yes,900.0,Above Rs 600,2.9,1-2 kg,2630.0,"Rs 1,501-3,000",Yes,Yes
R0349,Convenience_Family,41,35-44,Female,Dilsukhnagar,Other,88900.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Never,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,Jars/containers (reusable),4,4,3,4,5,3,4,4,4,Yes,557.0,Rs 501-600,5.3,3-5 kg,190.0,Below Rs 500,Yes,No
R0350,NRI_Quality,59,55 and above,Male,Secunderabad,Homemaker,136200.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,NRI_Family,No,No,,Rarely (once or twice a year),0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,Jars/containers (reusable),5,2,4,4,4,5,4,4,4,Yes,719.0,Above Rs 600,3.5,3-5 kg,650.0,"Rs 500-1,500",Yes,Yes
R0351,Convenience_Family,42,35-44,Male,Manikonda,Salaried / Employed,56200.0,"Rs 50,000 - 1,00,000",3-4,No,Neither,Yes,Yes,Leela Instant Foods,Occasionally (every 2-3 months),0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,"Sealed pouches (lightweight, compact)",4,3,4,4,5,4,4,5,4,Yes,657.0,Above Rs 600,3.7,3-5 kg,1000.0,"Rs 500-1,500",Maybe,Yes
R0352,NRI_Quality,39,35-44,Female,Dilsukhnagar,Homemaker,145600.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,NRI_Family,Yes,Yes,Desi Khana,Occasionally (every 2-3 months),0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,"Sealed pouches (lightweight, compact)",4,3,4,5,3,5,5,4,4,Yes,891.0,Above Rs 600,7.8,6-10 kg,2520.0,"Rs 1,501-3,000",Yes,Yes
R0353,Convenience_Family,34,25-34,Female,Kondapur,Salaried / Employed,284600.0,"Rs 2,00,001 - 3,50,000",1-2,No,Neither,No,No,,Never,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,"Sealed pouches (lightweight, compact)",4,4,4,4,4,3,4,4,1,No,647.0,Above Rs 600,4.1,3-5 kg,130.0,Below Rs 500,Maybe,Maybe
R0354,Convenience_Family,35,35-44,Female,Manikonda,Salaried / Employed,63400.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,Yes,My Taste My Meal,Never,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",5,4,4,4,5,4,3,4,4,Yes,518.0,Rs 501-600,6.0,6-10 kg,190.0,Below Rs 500,Maybe,Maybe
R0355,Traveler_Budget,25,25-34,Female,Miyapur,Student,39700.0,"Below Rs 50,000",3-4,No,Traveler_Student,Yes,No,,Rarely (once or twice a year),1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,"Sealed pouches (lightweight, compact)",2,4,4,3,5,3,3,4,3,No,237.0,Below Rs 300,9.7,6-10 kg,430.0,Below Rs 500,No,Maybe
R0356,Traveler_Budget,24,Under 25,Female,Secunderabad,Student,608100.0,"Above Rs 3,50,000",5-6,No,Traveler_Student,No,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,"Sealed pouches (lightweight, compact)",3,5,4,3,4,3,4,5,4,Yes,544.0,Rs 501-600,2.1,1-2 kg,770.0,"Rs 500-1,500",Yes,Yes
R0357,Skeptical_LowIntent,45,45-54,Male,Gachibowli,Self-employed / Business owner,52500.0,"Rs 50,000 - 1,00,000",3-4,Yes,Neither,No,No,,Rarely (once or twice a year),0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,No strong preference,1,5,2,3,2,2,3,2,2,No,213.0,Below Rs 300,1.0,1-2 kg,100.0,Below Rs 500,Maybe,Maybe
R0358,Skeptical_LowIntent,18,Under 25,Male,Madhapur,Salaried / Employed,28900.0,"Below Rs 50,000",3-4,Yes,Neither,Yes,No,,Never,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Jars/containers (reusable),2,3,1,2,3,2,2,3,1,No,322.0,Rs 300-400,4.7,3-5 kg,100.0,Below Rs 500,No,No
R0359,Traveler_Budget,30,25-34,Male,Secunderabad,Student,41000.0,"Below Rs 50,000",3-4,Yes,Traveler_Student,Yes,Yes,Spice Up Foods,Occasionally (every 2-3 months),0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,No strong preference,3,5,3,3,4,2,3,5,4,Yes,214.0,Below Rs 300,9.5,6-10 kg,800.0,"Rs 500-1,500",Yes,Yes
R0360,Convenience_Family,35,35-44,Male,Kondapur,Homemaker,79200.0,"Rs 50,000 - 1,00,000",3-4,No,Traveler_Student,No,No,,Rarely (once or twice a year),1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,No strong preference,4,3,4,4,5,3,5,4,4,Yes,468.0,Rs 401-500,4.5,3-5 kg,200.0,Below Rs 500,No,Maybe
R0361,Skeptical_LowIntent,39,35-44,Male,Gachibowli,Self-employed / Business owner,78700.0,"Rs 50,000 - 1,00,000",7 or more,Yes,Neither,No,No,,Never,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,No strong preference,2,5,2,1,2,2,2,2,2,No,229.0,Below Rs 300,3.6,3-5 kg,100.0,Below Rs 500,No,Maybe
R0362,NRI_Quality,32,25-34,Male,Madhapur,Homemaker,154800.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,NRI_Family,No,No,,Rarely (once or twice a year),1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,Jars/containers (reusable),4,3,4,5,4,5,4,3,4,Yes,775.0,Above Rs 600,7.3,6-10 kg,690.0,"Rs 500-1,500",No,Maybe
R0363,NRI_Quality,54,45-54,Female,Dilsukhnagar,Salaried / Employed,163500.0,"Rs 1,00,001 - 2,00,000",7 or more,Yes,Neither,Yes,Yes,Spice Up Foods,Frequently (monthly or more),0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,"Sealed pouches (lightweight, compact)",4,3,5,5,4,4,4,2,5,Yes,842.0,Above Rs 600,7.2,6-10 kg,6810.0,"Above Rs 5,000",Maybe,Yes
R0364,NRI_Quality,53,45-54,Male,Ameerpet,Salaried / Employed,90200.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,Jars/containers (reusable),5,2,4,5,4,4,4,4,4,Yes,819.0,Above Rs 600,4.9,3-5 kg,2860.0,"Rs 1,501-3,000",Yes,Yes
R0365,Convenience_Family,46,45-54,Male,Gachibowli,Self-employed / Business owner,92600.0,"Rs 50,000 - 1,00,000",1-2,No,NRI_Family,Yes,No,,Rarely (once or twice a year),0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,Jars/containers (reusable),4,3,3,4,5,4,4,4,3,No,663.0,Above Rs 600,5.7,3-5 kg,500.0,"Rs 500-1,500",Maybe,Maybe
R0366,Traveler_Budget,18,Under 25,Female,Kondapur,Other,38200.0,"Below Rs 50,000",1-2,Yes,Traveler_Student,Yes,Yes,Desi Khana,Never,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",4,5,3,4,4,3,4,4,4,Yes,541.0,Rs 501-600,5.6,3-5 kg,160.0,Below Rs 500,No,Maybe
R0367,Skeptical_LowIntent,44,35-44,Female,Madhapur,Salaried / Employed,43900.0,"Below Rs 50,000",1-2,No,Neither,No,No,,Never,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,"Sealed pouches (lightweight, compact)",2,3,3,3,2,2,1,2,2,No,283.0,Below Rs 300,3.4,3-5 kg,100.0,Below Rs 500,Maybe,No
R0368,Convenience_Family,41,35-44,Female,Ameerpet,Salaried / Employed,56000.0,"Rs 50,000 - 1,00,000",5-6,Yes,NRI_Family,No,No,,Never,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,"Sealed pouches (lightweight, compact)",3,3,4,4,5,3,4,4,3,No,683.0,Above Rs 600,4.4,3-5 kg,150.0,Below Rs 500,Maybe,Yes
R0369,Traveler_Budget,18,Under 25,Female,Miyapur,Salaried / Employed,33700.0,"Below Rs 50,000",3-4,No,Traveler_Student,Yes,No,,Frequently (monthly or more),1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,"Sealed pouches (lightweight, compact)",3,5,4,4,4,3,3,5,5,Yes,540.0,Rs 501-600,4.4,3-5 kg,9730.0,"Above Rs 5,000",Yes,Yes
R0370,Skeptical_LowIntent,35,35-44,Female,Uppal,Retired,101900.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Neither,No,No,,Never,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,No strong preference,2,4,1,2,3,3,3,2,2,No,308.0,Rs 300-400,1.9,1-2 kg,100.0,Below Rs 500,Maybe,Yes
